,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id,action,amount,day
62,2022-02-12 23:39:05,1,terra1yqm2gfkqcw7lr73ec6dpev43e46fhhqrkau74l,2022-02-12 23:00:00.000,0,terra17mp0nkl20epwy4kt5638avpvejwaw7v8ukwy6t,E7E728833FDDD30400D56521A624E457947790CD090A528BD4D565C2ECB668DF,transfer,2.2204229948999998e-32,2022-02-12
63,2022-02-15 19:57:39,1,terra1zg2yzw47e2rqldszfsclj83v2gsrd7wwyc8757,2022-02-15 19:00:00.000,0,terra1tzhssm4zdaz9rcfyyeshkdvzpzqu9v7s4htt64,FCC62E7EE279074133912FEB7E1C10F03844965C95B5F7543E894F9400A5DD54,transfer,2.913167382e-33,2022-02-15
64,2022-02-15 15:45:25,1,terra16xrn2lw0czkqkh2aup24vyjmj5r3hu25scxh8e,2022-02-15 15:00:00.000,0,terra1ulxe0vhegygqtvc5uug392p9tdzu78hfdyvmt6,7E7117A58D5AC999B3510FCAA8AE65111BCB48B07E28F24CFD18349AFCFC1867,transfer,1.51e-34,2022-02-15
65,2022-02-14 11:26:21,1,terra12n7j0ptzgw0f7scps6x2ul5pkn0crqd7rx8l2g,2022-02-14 11:00:00.000,0,terra15ajdr0yxwntlrex7t7he0es9gkku60fle9vak0,002695584BE7844DD201880D8C87FC1AFA0A5FC2250322B90C8FB608902AA39C,transfer,1e-36,2022-02-14
66,2022-02-14 20:39:26,1,terra1a4k2qdm6npwendkf6z4en5040wmdtgrakfelw8,2022-02-14 20:00:00.000,0,terra15e9s898pfluhv8vxqv09aejq0tv2ctjz2fzc9m,564674178DABCB4B94B8C84B85DA207637229F934CFAD6828C7192C1DDD5CEED,transfer,8.112668670000001e-34,2022-02-14
67,2022-02-26 14:30:22,1,terra16q2ny70zt5uy22hnz9jf5mzn95cpw994l27fr2,2022-02-26 14:00:00.000,0,terra1npvwhqvkav4jnrars96scmjl2dnwd25hpc0e0d,A95C75B464B8C5FC4087CA4C76D99A44F81AC5B044ACBADC612599938B1EDFFB,transfer,4.596356573000001e-33,2022-02-26
68,2022-03-05 12:13:46,1,terra1mw06phqtz2vst6dqchmrc4m20ps29tpg999vmu,2022-03-05 12:00:00.000,0,terra1zgptey90j6tdcxgywfhcm0t9faltfffevtzrkg,2C8AC15F27F96AE63CE11213F9120E5E5E13075642D63454C8ECE352DC16CEAE,transfer,1.1938967999999996e-35,2022-03-05
69,2022-03-08 07:31:12,1,terra1kwztthcj56ync3vuuw9xa9r64w6l7t5klv4ky9,2022-03-08 07:00:00.000,0,terra1avwmcuw9nh4c4fqht3crnnceuecca6rv06qegy,4E52EB97319B3F5FA0218095E807622DD17006C985F3CB1FFFBCB85C590BCF1E,transfer,2.960500000000001e-32,2022-03-08
70,2022-02-07 08:02:00,1,terra1vd7u3me76tq5ru4y3ukmkzm5aww06k8ex553uk,2022-02-07 08:00:00.000,0,terra10fk53gfaase6jl3tlr0kvvx23s696aa7u7x6nv,6D5057674702E7C2A96B4A114DB3B5A74581F94FD3677BAB7A85C458146C413F,transfer,3.14509594e-34,2022-02-07
71,2022-02-18 18:24:59,1,terra1eyf7wxefg6y0h9vhnh7prz7apav0wph7jl9tq6,2022-02-18 18:00:00.000,0,terra1p2ptfvmda4anhp68s80xlna6uekpwfqud73j4h,C4274BD9A88B54F89CA8ACFCEACAE50D5469191664D4DDCB78AE5E5F26EC293E,transfer,3.1657565900000002e-34,2022-02-18
72,2022-02-16 07:03:31,1,terra193k9f389sx58hxrx0jw05y44r7zlxq4lsu6n7s,2022-02-16 07:00:00.000,0,terra18au39029aa4mey00fap4l74c936l8efjuqhf6u,E21F338354EBA3F8273DA49EC741DBDA40D4F21C7C82178147703DDAE4D389B4,transfer,2.6585414199999996e-34,2022-02-16
73,2022-03-12 15:35:56,1,terra1hkavfpvvurwxjl6v9xjzys6k57dm8j8natya5j,2022-03-12 15:00:00.000,0,terra1dlas09cns58q7efld0xjru0zq0zl60juf7reta,666CFAF9C3DE1D8559B2D95A0F2FA84D6704824EFDC0B5E5637E0D38F9AD3608,transfer,6.792606899999999e-35,2022-03-12
74,2022-02-15 03:07:25,1,terra1yl7qvczdn7d784z8w6gpkqzg2szglgzk0vs0ae,2022-02-15 03:00:00.000,0,terra1uxqjv6469qvnz4x0x5qfk38tqvr6pt7gw5muw0,E28773C539EBD0D3DD35E76FABEE119D0B5F42914E78FA151274ACA9158FD50A,transfer,6.333229076500003e-32,2022-02-15
75,2022-02-28 07:51:39,1,terra1rf2xzx0v4ddjcfyj3e7kmks2tun8s9lmnj5d0a,2022-02-28 07:00:00.000,0,terra10j88evvssl4m0ztj2hcelf993j5a0xd3ezd7se,1508259A2FFAEC3BB3896ED5900FAA15E658FDB43ACD95FE524E073FB3E8D4F0,transfer,1.1293160899999999e-34,2022-02-28
76,2022-02-28 16:53:21,1,terra1rj627ddw7209q3p6r5l8n98we2nsymm658t5lf,2022-02-28 16:00:00.000,0,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,314F8485DF7F2F8B71C83A8E1B226C6846B252887A51B76E7074355A1A1C3CFC,transfer,1.2608519e-35,2022-02-28
77,2022-02-24 21:15:20,1,terra1p3alf6w49c2f3maqxv9umxsmwxsyp3dge3qjcs,2022-02-24 21:00:00.000,0,terra1um0r7sj546c63w6llg6w92f5tq4ykers04r808,BBD62C4F34B4FF5A4BAA65404648CF2C1A407253FE93CE6244D8EBE08CB7AB72,transfer,1.7762999999999991e-32,2022-02-24
78,2022-02-25 12:09:05,1,terra1p3alf6w49c2f3maqxv9umxsmwxsyp3dge3qjcs,2022-02-25 12:00:00.000,0,terra1clq855s8m0tnendt9ly9ca440lxcw86ghngx4c,9DA5761CB85974F871F03F196A8D02EBE587F7D22B928DC6D10F23256CD8E6A5,transfer,1.6763383999999997e-32,2022-02-25
79,2022-03-05 13:10:48,1,terra1m9r0mplfc4gy342wt9exh75tk8pf28dg7078u7,2022-03-05 13:00:00.000,0,terra1mn3unuuhxt9602v0zwnjum9nmchx4wu846uxsk,C1A00B257269942C0FD8169AA3426A04BA66C017361B0BE38FC20E0FDBAB70C8,transfer,2.3025374e-35,2022-03-05
80,2022-03-06 06:42:32,1,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,2022-03-06 06:00:00.000,0,terra1gyk845z2hj8amla7f5hz5jteavdx2hddqht8vz,2353AC1818056428972470440B5412295221A4F1B52ABE64FEA910CBF51D5DBA,transfer,1.4181206987999996e-32,2022-03-06
81,2022-02-09 20:50:52,1,terra1n57tn23cja4yfmm2r9njgaukprjptrvmnnckv9,2022-02-09 20:00:00.000,0,terra1a5vxtg2pghaagklm5q26lhlvyrt8salsgk7a4m,07F1CC82C245422650368DA500B0F18350221EB9F2A735D7EB07E98D01F26D2E,transfer,5.065911909999998e-34,2022-02-09
82,2022-02-06 17:05:40,1,terra1g2dfcrapgctdfra55e2zt4pcwzghku5xkvh4w2,2022-02-06 17:00:00.000,0,terra19z5u6hj0jcpdv7mh5jskgjzns9umne62l2u7sf,600765957F872C1B8EC8CFD4B4988F49E6ABB7A026AA3B18C05421352AB5EE7A,transfer,1.4801639931999998e-32,2022-02-06
83,2022-02-06 18:57:48,1,terra13mapx2zjqrv8fpatg0g3p2sfqglms7hkdas0rr,2022-02-06 18:00:00.000,0,terra17y8jmpy8xmm4k58qaq04uy0avprkvq0mwcpqsz,9E3241C24967866E3F9BB883C4F6F7075881A191C07B4A12AEE6CD0F6D140B8A,transfer,5e-36,2022-02-06
84,2022-02-13 15:21:13,1,terra15k04tepxersq9mwqg77mj782kkgp3hznsk073m,2022-02-13 15:00:00.000,0,terra1ya5gknxh57rs3j9l3gjx0uqdwthxc447qw25e8,F72E44164E289E7D129CDFE14C1D20936C6B10E5A2E018272B2E1E9F89616779,transfer,5.01251058e-34,2022-02-13
85,2022-02-15 22:09:05,1,terra1dl0re6ny99z50p5p0t0yfwpkrdqqmvqacrdkm5,2022-02-15 22:00:00.000,0,terra1lgdpa7xl7n5k9wg65chldpkc06j2p5kg2cgf8w,215152F282DCE672741B0243DADA75A80DD8318C9B978D9A8192D21BA3237DAB,transfer,6.889116379999996e-34,2022-02-15
86,2022-02-15 03:32:43,1,terra1gth48kux43turd0yegxk6r9cal4pnz8rkyx7xf,2022-02-15 03:00:00.000,0,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,2951ABCB3F3BA3F1B7D9A68017DF6905C2D14612F2654078C5372522D720A828,transfer,1.9391061196999998e-32,2022-02-15
87,2022-02-21 20:41:58,1,terra12jypk07l0a0f0zcwt26lhhyds79q7dlr3p244c,2022-02-21 20:00:00.000,0,terra1278h409xyfgh46v9etlh7wn2nahn9d7f4m2eu5,DA53569F55C55F2A1827CD25B6621F6FB51226A2A830B6F1509E1986CFD0C701,transfer,1e-34,2022-02-21
88,2022-02-26 11:42:15,1,terra1mdjnkzs7uu9dnsdldmz9hngwcjxqhy45rqky7w,2022-02-26 11:00:00.000,0,terra1jqc88enkja3ys29z27juae9gp8tce78a9l86t6,066A1E1B0B9C5E318480DB4CA656E3C50B6024F88FA414A70B1C749D786C3A69,transfer,1.6033018000000001e-34,2022-02-26
89,2022-03-08 03:41:09,1,terra15na4l7slmak8lweyxe9466r574358hk9k3vaa7,2022-03-08 03:00:00.000,0,terra1aaf8rh0mk96ut4l9qhyldr0ca39kjewgvyjk4c,BF56EDAEE99F339A19B53C68A1018E6010ED9FC41863CA63AB1CA8D917771A16,transfer,1.7615085665000002e-32,2022-03-08
90,2022-03-07 09:15:07,1,terra1qj7snj8lnzlqtlc5hz9cq033yruzdf9nl4e06g,2022-03-07 09:00:00.000,0,terra1qhpwp7j3we3sgt72uqtms262w96afkamx9c6r2,051E4A4604D3ACDA082B84CFFEDEA1C309302283E273B88655EBBE3398E25FAF,transfer,7.834218199999997e-35,2022-03-07
91,2022-02-06 16:22:56,1,terra1re75x3pmvmvruyqn9p36uru9c6mfg5y70jljm8,2022-02-06 16:00:00.000,0,terra1p2ptfvmda4anhp68s80xlna6uekpwfqud73j4h,EF3A5895F6ECD3A5898548B16AFBBC9661CF837299AA8CC087E2BB7BA80AF363,transfer,5.9211279859999996e-33,2022-02-06
92,2022-02-06 17:45:04,1,terra19t5kmq3stpn8kctn7r8r262hpn02tre3u6x44k,2022-02-06 17:00:00.000,0,terra1r2yhcpt5rn70gn0rsw8xstuu9zzw2hfrassppr,7B05D698FA18D8B981FDE21CF5C7F9143DD88B052B5F2D42E3705E966361CCC4,transfer,1.4773737999999996e-35,2022-02-06
93,2022-02-06 19:59:12,1,terra13mapx2zjqrv8fpatg0g3p2sfqglms7hkdas0rr,2022-02-06 19:00:00.000,0,terra12jypk07l0a0f0zcwt26lhhyds79q7dlr3p244c,14C60D0B5D25C53227010E5C1529E437AB3007AD02182A26A81B6BC65531553C,transfer,5e-36,2022-02-06
94,2022-02-06 17:28:47,1,terra192zxj2lguml5h4u9enlnsgvg2780mkfdlrcmhy,2022-02-06 17:00:00.000,0,terra1js3x6t89x08drapep5xflwe7em8tw2kpkm60q8,BC660162A3E325B59FD0B40285A38E15FDE6A00FE0A818C507CAD8F3BC87C769,transfer,5.9122462939999994e-33,2022-02-06
95,2022-02-19 01:38:04,1,terra16kt3r6w6stawtnrlxt0ews47nrt0wmmkramw0k,2022-02-19 01:00:00.000,0,terra1j87594muznu98q3ykf5x4ajpuncpaev2a5nwr7,F6414EB0AB463CACFC6340D866B2EAB937CA5A3B21188C4830D743B65C8617F7,transfer,5.915632400000001e-34,2022-02-19
96,2022-02-19 16:27:22,1,terra1ksmgyx6upgw9wwcvnekzdvsrk0aa8097yscmt4,2022-02-19 16:00:00.000,0,terra1a8lc48pjzzpfsm34flg4c57mya73suz47x2ez5,47D2DF6559383552CA08562067E1E59A9EB1F20E555A4F2AEC2379AD0FA4C01F,transfer,1.5013220100000002e-34,2022-02-19
97,2022-02-16 08:22:30,1,terra1x6j24anjqpe5aapwtx2hl36x3fhyl5jc2kh6st,2022-02-16 08:00:00.000,0,terra1ydjq3wnygjcypysl53dmd40hk6vd0m8v9zf9p8,8D2C7CE869C6940FFA9CEFCA5023FCA97B78E2217EF53FC6288849EF9978EFBD,transfer,1.0526676399999998e-34,2022-02-16
98,2022-02-17 17:22:06,1,terra19280fna5mgw7l3w76wj0x35uf6zuajqfvzcjgk,2022-02-17 17:00:00.000,0,terra1etf7al64fkdnsckr6kmj3h9y30t67y0npslwx4,652350E8E67C06120C48AF36FD1A46E6B9D90D99D5A2716CA767A2B154B09F38,transfer,5e-36,2022-02-17
99,2022-02-25 06:56:25,1,terra1r2yhcpt5rn70gn0rsw8xstuu9zzw2hfrassppr,2022-02-25 06:00:00.000,0,terra19t5kmq3stpn8kctn7r8r262hpn02tre3u6x44k,6A52B9A2EF556692BFC818E5211EE6C62341E2B0E52274BBFAD9E3654C262F56,transfer,5.049830900000002e-34,2022-02-25
100,2022-03-07 13:08:44,1,terra12n7j0ptzgw0f7scps6x2ul5pkn0crqd7rx8l2g,2022-03-07 13:00:00.000,0,terra1ns5nsvtdxu53dwdthy3yxs6x3w2hf3fclhzllc,DC1A27F4F01EC414EBAFF35F86B9DBE236DBA087424FB7CFD8E0B9D1AE13D671,transfer,1.0800000000000002e-29,2022-03-07
101,2022-02-07 16:15:37,1,terra1zmrksvdnzmq085hvg4ttv9dr3gu9l5y8za2249,2022-02-07 16:00:00.000,0,terra197f2c7gkesssuhs544jyp9ljhfk0kj6tkjde9u,36C63E80E177872F5F17C0E3DE248D57FF6BB7561C5585F8DCEE303F7CBCF275,transfer,1e-36,2022-02-07
102,2022-02-07 09:50:28,1,terra18ag8tjt4kj6qzzhsagq2n3nqs2amlykuwz90mq,2022-02-07 09:00:00.000,0,terra1futa5pnnwtxgk9n87e35s634plhaqe8rf8w67v,E9994B38DBBF6DDD8CB4E4637589E401CC5DEC97F325CDA1D448FA4C2C350DC9,transfer,1.1109999999999999e-33,2022-02-07
103,2022-02-07 04:48:11,1,terra16eumm4n0d64mxezpdk07jcg6shs2qjr0mt7ykf,2022-02-07 04:00:00.000,0,terra1e6wrfvsvkveu0erglrnukltwa0zlkcw730hk40,B546D3F9710B77591D9BA2F7D248C7BB5B003B6CDCA6055AD973DCC741D9DC48,transfer,5.9211279859999996e-33,2022-02-07
104,2022-02-07 09:43:47,1,terra1ku9gf8yjl0qlj9yzaqqpmx4f304349dsy34x6c,2022-02-07 09:00:00.000,0,terra1ku9gf8yjl0qlj9yzaqqpmx4f304349dsy34x6c,18028658508963020034C84A0A0BBA1334E3FFF6B6BCF73F62E016DC47830079,transfer,1.48028199e-34,2022-02-07
105,2022-02-07 00:38:35,1,terra1s4mdyh3hh4py4762nekw426dw6f9uw334mvx9s,2022-02-07 00:00:00.000,0,terra1rsxencyef7y39tvc2l5aag0qmdsh8ujz97eec3,2BCB877F8596ECB7B011076DA8FD41CB5761B77A8400AEF96E5DBB7B6B4A003C,transfer,5e-34,2022-02-07
106,2022-02-07 05:15:48,1,terra153us982puykx28te746jyw4ctqk76v309mydm4,2022-02-07 05:00:00.000,0,terra1kyl0hh473defayvefj04t9dhtvh5jms3g7wt65,2EA453C31E5061FFBC8F95AD03595C096435B309C3EB6F40D792D936D15A4F2C,transfer,1.4782e-32,2022-02-07
107,2022-02-13 07:24:01,1,terra1mf2l78hm024yvufdzp93fzrspd52h2q3w7qy9k,2022-02-13 07:00:00.000,0,terra1mkhgc2tq33n90uaa5nc4yrhgp86xy79e8mtxz5,F3A631909C745570F8BFB992AE26BB621EF089F3E9BBF211F9F885E8059C3134,transfer,5.9211249999999966e-34,2022-02-13
108,2022-02-06 22:03:20,1,terra1wsgd3zv4uuakapygxupl3pfr6eq9t30wjxmlqr,2022-02-06 22:00:00.000,0,terra1e78w5znqsy69rxjz7hg88t0jv9galp7yvc44d0,6386ED96A4B063011B9B3EAA93717D19E4ED4A3F340BB10122C7E893E50FC851,transfer,4.88493058e-34,2022-02-06
109,2022-02-06 19:58:46,1,terra1uh37lsydrup8vqvvttd53qwj93ft9x7572g62q,2022-02-06 19:00:00.000,0,terra12j6p3tausehd7495as98vql74p0f9t2ahnafsv,A438D3042A5F940F90A0360E7A4EB44C7A7B9FCE8B8B3CFD24E6C19D4CB55F4B,transfer,4.707296739999997e-34,2022-02-06
110,2022-02-06 16:27:42,1,terra1a3ucmt9ryne0eeewl2nafqcr0n6xwrfh0xvxq9,2022-02-06 16:00:00.000,0,terra1e6ukl4tnwcfx54hkq498v4ym0j4x5tfrntcawk,D5BC7108C114BB260728CD3FAEF8E7DD0C2CE13688075A654A4EC4FE6D055FED,transfer,5.0000000000000005e-37,2022-02-06
111,2022-02-07 15:39:58,1,terra1g9rdzqxh3gs5h0uf6ff252937w55gzhvnf4vns,2022-02-07 15:00:00.000,0,terra1g4kdk568fm6g58cuhs2rn2fa5ds5n90ep4phyw,5EE9A0BA7A0A28355920A4CF194585850BBE3E85E72B518F90381318490599AE,transfer,2.8125357929999997e-33,2022-02-07
112,2022-02-07 05:14:56,1,terra153us982puykx28te746jyw4ctqk76v309mydm4,2022-02-07 05:00:00.000,0,terra1lprfuh7rlsmqpkr9u5gdtx2ecusp883jye5amg,076208809F1D6196C267BE71531B56F61C6F295E9823341D147338C51488806E,transfer,1.4782e-32,2022-02-07
113,2022-02-16 16:41:51,1,terra1h55rw6eg02m3y8rtkrkjljjayvr3q7qzqcpeqg,2022-02-16 16:00:00.000,0,terra18zhzuktn4xgv4cleymuvj36de3m8js8qcs84le,8C5025968B4181DF4649710CED962E41F90CB6E8BABA105B69AC930124DBDA5B,transfer,5.9211279859999996e-33,2022-02-16
114,2022-02-21 20:43:56,1,terra12jypk07l0a0f0zcwt26lhhyds79q7dlr3p244c,2022-02-21 20:00:00.000,0,terra1278h409xyfgh46v9etlh7wn2nahn9d7f4m2eu5,A95166EFC2CB65A3FD5A3970AE4841CE6F48A67A1FDABDFFB4566633DF225D5B,transfer,2.9000000000000004e-33,2022-02-21
115,2022-02-27 19:14:44,1,terra13lzazcpama29n8uuvf6aju55zvsjpnwdyp0ky5,2022-02-27 19:00:00.000,0,terra1csx2jun876m0p74cqdg92dtsr29tap8nlvavck,850AC46712F7EC553BA7355808646A3587D4614506242D00DA81C5C122052957,transfer,1.4802819959999993e-33,2022-02-27
116,2022-03-09 06:12:58,1,terra1rqv4rt64ue9mfx94wen94l0an20sv8c7fkgh9m,2022-03-09 06:00:00.000,0,terra19tc3y0ls66gukkhlsxlv6f73uffz59aushxhgf,D109580A423CC0B89F3FB5807A466F7263E0FFFA92546AFDE1A3BD9CD9F583BC,transfer,1.5973488899999993e-34,2022-03-09
117,2022-03-08 06:41:37,1,terra1aaf8rh0mk96ut4l9qhyldr0ca39kjewgvyjk4c,2022-03-08 06:00:00.000,0,terra18pjn66k6efjj46rdgggr089qj5lgtn7xu0nnhu,7F8AD5ED75ADF872B35C0B50970C9F2193BC0338AC2526EB97613BC23AB9A037,transfer,1.7615085665000002e-32,2022-03-08
118,2022-02-06 18:34:13,1,terra1e4jyv4xp7pz0htxhw9k678gjvhyg9swguqchag,2022-02-06 18:00:00.000,0,terra1hvckwf9x4290pxxxv828j4acp45l7yw93gxuqu,9F6C4DA22877C872636E30EDC92ADEE77A621F36D1E8C111E921E053047C2467,transfer,1.4802819959999993e-33,2022-02-06
119,2022-02-06 16:25:32,1,terra1p4jpt6mcnvqptln5w22xlqwm6udsxg4eap3rkl,2022-02-06 16:00:00.000,0,terra19g94chfn4a2lru087aj0ltr9j3m4z9wdl4pj2y,07F0FB9849A77725B8F3C046333BD95DCACBF342982D92BA9B35531712BD7790,transfer,2.9605639932000005e-32,2022-02-06
120,2022-02-10 21:27:02,1,terra13mapx2zjqrv8fpatg0g3p2sfqglms7hkdas0rr,2022-02-10 21:00:00.000,0,terra1nx48xl6z0mnhnza63dllcprwp7swrgty8ehh33,B44B1151643511903E53C3BF64329A46F9C36DA32925B51F8FFC033C004AE12F,transfer,1.4800000000000005e-33,2022-02-10
121,2022-02-13 16:14:34,1,terra1pshpfmaqfaa5r0wttavcqyxgqptt6n6d4lvh7f,2022-02-13 16:00:00.000,0,terra1qhhvfdaw6xf79xsjw3etk72pdzue0r47vtkz5y,FE7BEA4B8352F0D229947C04AC0B277842253C728404BE44AE74BFF2FF8D4C37,transfer,1.762636476e-33,2022-02-13
122,2022-02-16 20:10:05,1,terra16huvrjy4fl29smmrsk865kf9avjcjplu7lrrkx,2022-02-16 20:00:00.000,0,terra1t7wmcw83vjkqdqlj8e0q4q9jqt0ff7qqs79e4d,CE33ECA25A1838E5FDD357A5083DDFD6484B3EFABB9DC05014EEF0C3186FAF1B,transfer,3.0497400499999998e-34,2022-02-16
123,2022-02-14 11:29:44,1,terra12n7j0ptzgw0f7scps6x2ul5pkn0crqd7rx8l2g,2022-02-14 11:00:00.000,0,terra15ajdr0yxwntlrex7t7he0es9gkku60fle9vak0,B2CA68D2836578CB428E604861521454C4FD8F925C657F11086A61472C719B00,transfer,5.999999999999999e-30,2022-02-14
124,2022-02-14 19:06:15,1,terra17xcy70e0mkt5vlw5z27m9l0ucmtcxw9jn7urmd,2022-02-14 19:00:00.000,0,terra1hh2u3jfjaumca5mpfg8f58dyhh4pf8pyw5rhhr,49138FA24B15EB50497523307F644C999CEFEB6DC094726174752244D9C75374,transfer,1.184225597e-33,2022-02-14
125,2022-02-18 13:29:32,1,terra1hfwjlantyguqzk6zqu7j6jcdwadcrq882aqfvk,2022-02-18 13:00:00.000,0,terra1xpyjzn659s2dsyzxqusqv8ycmkxpt6fkqmjtdj,7E812FF721DB2D3EEFEB71A3A253712FEBCC1A2268B4C8A6FFA25787722D59C2,transfer,1.2953063929999993e-33,2022-02-18
126,2022-03-10 16:10:38,1,terra1tu84773fs3wac95dccp4augz69amyu5y6rwm52,2022-03-10 16:00:00.000,0,terra1egzwqcp4sfdfy4hyphek0ds4za9u6295z632p7,404D9ABD5597465735767205274699B8EF2A661B8532CBECC121731610492264,transfer,1.64e-34,2022-03-10
127,2022-02-14 19:01:14,1,terra1k3qhtpat8v424z0cvcq2zxmnghx6lpzvgu4cj4,2022-02-14 19:00:00.000,0,terra1e5ag4a5wlckwzlz4wu87p6nxjp427zpmc474zg,1DA3E573C815A11B38222945556E32F3F73B553370385F50533ADAF75178A6C6,transfer,2.5e-31,2022-02-14
128,2022-02-14 23:21:35,1,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,2022-02-14 23:00:00.000,0,terra1j4l7nq0apjj6c00kh2cuge5zlxg7z6hg82ypud,ACC6EE839ADAD37A73DC0D24A5685C27A82C4E6181CD9828DE3A5145EF6B210C,transfer,2e-32,2022-02-14
129,2022-03-09 13:46:19,1,terra10sqgzftnfu0jd93htm8adewr0v9xwet6u4vc8y,2022-03-09 13:00:00.000,0,terra1nc88gpvadk64er9tmtkpsy63rsgrcenz456wnt,0E8A7A7BF3F348E728409C8E4B3A3302DE6CE0D11B600A7A865C4EC4514CF66B,transfer,4.3407942000000004e-34,2022-03-09
130,2022-02-26 09:55:30,1,terra1mdjnkzs7uu9dnsdldmz9hngwcjxqhy45rqky7w,2022-02-26 09:00:00.000,0,terra1jqc88enkja3ys29z27juae9gp8tce78a9l86t6,9E83C24149C5BFEBBA74C7CD66B938F215FAE6202762281C9807BA236D28B5A2,transfer,5.112779999999998e-34,2022-02-26
131,2022-02-25 04:22:54,1,terra1mu9mmf9j60wxsfdl4cvhtjm4mneg2uuz4yszv3,2022-02-25 04:00:00.000,0,terra1g6c4l5ntfkwgly8vf8xpdfsktkath52al7slk5,9C3D15F672E2D62930DE253C252561681716840701D548549A3D054F9C8860CE,transfer,1.000322482e-33,2022-02-25
132,2022-02-28 16:49:41,1,terra1rj627ddw7209q3p6r5l8n98we2nsymm658t5lf,2022-02-28 16:00:00.000,0,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,430514D8C358213162792BF1BBC1C423BA136D810A73C8ED91E44238B3EF73F2,transfer,5.923979974e-33,2022-02-28
133,2022-03-04 14:26:14,1,terra1mn3unuuhxt9602v0zwnjum9nmchx4wu846uxsk,2022-03-04 14:00:00.000,0,terra1segkzmsrdwf66g5c7jmaq6q9mn49xj8l2wgc7g,A2F70622DA46590230914EA81D41B5225C08C17F22CEB4826B3AFEAB8254F500,transfer,5.7136130000000004e-36,2022-03-04
134,2022-03-08 12:51:11,1,terra1kwztthcj56ync3vuuw9xa9r64w6l7t5klv4ky9,2022-03-08 12:00:00.000,0,terra159paprcsale0es9kpwrqg9h25c7dmtmf7gw84a,DF0391790C2AA0BFAC356D0DC40ED1FE7C3DFF87F5DB0F483315097331E72B52,transfer,1.0807400000000002e-31,2022-03-08
135,2022-02-06 17:20:24,1,terra1gv8pgfcnkjh6hcs8rcs9dl0a92u9xpf8l5sdse,2022-02-06 17:00:00.000,0,terra1js3x6t89x08drapep5xflwe7em8tw2kpkm60q8,C084860E892EA6FB80EC90C800CB889305FCEA4AFE63779B25A676945EC59CC6,transfer,1.4802819965999994e-32,2022-02-06
136,2022-02-06 16:43:33,1,terra157ynvwu6p8sdsznvp39fwcy7xfjxpmv6th3vd7,2022-02-06 16:00:00.000,0,terra14adge4r5tvuvqjuvd66kgupmee8l39wnna2lg3,786DA2708833E21282232484A2597B2B5BDE41441916B967B2CA06067533224B,transfer,2.0100000000000004e-33,2022-02-06
137,2022-02-06 16:25:32,1,terra1eyf7wxefg6y0h9vhnh7prz7apav0wph7jl9tq6,2022-02-06 16:00:00.000,0,terra1p2ptfvmda4anhp68s80xlna6uekpwfqud73j4h,D2F0F337946826E237A6AF157619613A5D566270E8C9FB142825668FE1EC1D16,transfer,7.401409982999997e-33,2022-02-06
138,2022-02-06 17:04:20,1,terra1g2dfcrapgctdfra55e2zt4pcwzghku5xkvh4w2,2022-02-06 17:00:00.000,0,terra1g2dfcrapgctdfra55e2zt4pcwzghku5xkvh4w2,E1852470ACFC0440208B5A4CF1206F3FBBA508EB1D00C9A9CC800581BC36EB6F,transfer,1.4801639931999998e-32,2022-02-06
139,2022-02-06 17:58:19,1,terra1k9qr98aepp80eplhmpxt7y707ha5jwt2nndpfx,2022-02-06 17:00:00.000,0,terra1k7z26c2k8j60dlx95pv0yaaxw438ve0rzpj9qs,1225F7520ABDC476C94BB13D0F8D6BE705944B9C1735E7DDC9B9E8726BAE25AA,transfer,5e-33,2022-02-06
140,2022-02-07 05:55:12,1,terra12vzq68977qjt8sw8xl8t2380fl5x6gm5aa2jqv,2022-02-07 05:00:00.000,0,terra1xclm8wgfhazkfgm9vzudxyn3w0ercm48jw0asf,99AA46A520C49AE43B7136466CEE893F2117324B822D09DDA20C6661F26C7859,transfer,5.032958780000002e-34,2022-02-07
141,2022-02-20 03:09:42,1,terra19n7s6apv2fu6swjklm434uadsl63almgkgfvgx,2022-02-20 03:00:00.000,0,terra1srj2fh6w5qjxpjsrv8rndxrvx3jgu0h84huh2p,83F5E19B508DCCEC2C4D936C37CED11AAD6F4B6473E24E622F4543DC34D87689,transfer,8.220718731000002e-33,2022-02-20
142,2022-02-15 19:30:00,1,terra1qkt9uay6qc5mlhm6paasa0fkaekn9g38d3m9kv,2022-02-15 19:00:00.000,0,terra15ue9l2jgj9ljp2qhh3xfq3zxg8tukx7evprehr,C6F3A7F39BE6218867720EAA0A068F44697292EE8054F22B8CBF1D8BF5E48234,transfer,2.953141220000001e-34,2022-02-15
143,2022-03-10 12:13:10,1,terra16nsdhjaje6x8t0ttk4unn4a8qyhlfj9xmzuqn3,2022-03-10 12:00:00.000,0,terra1raufdg6fe0u66skh8nj6hvz5dfnwaxaqu5tz0d,AD14CE6E13AF17B78C5275440A8EE39C695797EF7F40384DB88E97D53B226108,transfer,5.3256301599999985e-34,2022-03-10
